timestamp,close,prob_long,direction
2025-10-10 21:28:33.950882,3989.905,0.6571,LONG
2025-10-10 21:29:35.586044,3993.155,0.6571,LONG
2025-10-10 21:30:37.199850,3992.315,0.6633,LONG
